muni_j,name_j,muni_vote,party_j,ken,kucode
有田川町,にかい 俊博,10266,自由民主党,30,3
美浜町,にかい 俊博,2586,自由民主党,30,3
日高町,にかい 俊博,2672,自由民主党,30,3
由良町,にかい 俊博,2357,自由民主党,30,3
印南町,にかい 俊博,3492,自由民主党,30,3
みなべ町,にかい 俊博,5436,自由民主党,30,3
日高川町,にかい 俊博,4382,自由民主党,30,3
白浜町,にかい 俊博,6777,自由民主党,30,3
上富田町,にかい 俊博,4822,自由民主党,30,3
すさみ町,にかい 俊博,1892,自由民主党,30,3
那智勝浦町,にかい 俊博,5771,自由民主党,30,3
太地町,にかい 俊博,1532,自由民主党,30,3
古座川町,にかい 俊博,1348,自由民主党,30,3
北山村,にかい 俊博,298,自由民主党,30,3
串本町,にかい 俊博,6144,自由民主党,30,3
鳥取市,塚田　なるゆき,14272,日本共産党,31,1
倉吉市,塚田　なるゆき,3433,日本共産党,31,1
岩美町,塚田　なるゆき,874,日本共産党,31,1
若桜町,塚田　なるゆき,265,日本共産党,31,1
智頭町,塚田　なるゆき,425,日本共産党,31,1
八頭町,塚田　なるゆき,991,日本共産党,31,1
三朝町,塚田　なるゆき,569,日本共産党,31,1
鳥取市,石破　しげる,66497,自由民主党,31,1
倉吉市,石破　しげる,18080,自由民主党,31,1
岩美町,石破　しげる,4764,自由民主党,31,1
若桜町,石破　しげる,1900,自由民主党,31,1
智頭町,石破　しげる,3470,自由民主党,31,1
八頭町,石破　しげる,8423,自由民主党,31,1
三朝町,石破　しげる,3291,自由民主党,31,1
米子市,福住　ひでゆき,5195,日本共産党,31,2
境港市,福住　ひでゆき,1243,日本共産党,31,2
湯梨浜町,福住　ひでゆき,644,日本共産党,31,2
琴浦町,福住　ひでゆき,511,日本共産党,31,2
北栄町,福住　ひでゆき,486,日本共産党,31,2
日吉津村,福住　ひでゆき,156,日本共産党,31,2
大山町,福住　ひでゆき,595,日本共産党,31,2
南部町,福住　ひでゆき,553,日本共産党,31,2
伯耆町,福住　ひでゆき,440,日本共産党,31,2
日南町,福住　ひでゆき,224,日本共産党,31,2
日野町,福住　ひでゆき,124,日本共産党,31,2
江府町,福住　ひでゆき,100,日本共産党,31,2
米子市,湯原　俊二,26941,希望の党,31,2
境港市,湯原　俊二,5155,希望の党,31,2
湯梨浜町,湯原　俊二,2635,希望の党,31,2
琴浦町,湯原　俊二,3643,希望の党,31,2
北栄町,湯原　俊二,2886,希望の党,31,2
日吉津村,湯原　俊二,736,希望の党,31,2
大山町,湯原　俊二,3590,希望の党,31,2
南部町,湯原　俊二,2496,希望の党,31,2
伯耆町,湯原　俊二,2644,希望の党,31,2
日南町,湯原　俊二,1073,希望の党,31,2
日野町,湯原　俊二,737,希望の党,31,2
江府町,湯原　俊二,776,希望の党,31,2
米子市,赤沢　りょうせい,33436,自由民主党,31,2
境港市,赤沢　りょうせい,9101,自由民主党,31,2
湯梨浜町,赤沢　りょうせい,4816,自由民主党,31,2
琴浦町,赤沢　りょうせい,5176,自由民主党,31,2
北栄町,赤沢　りょうせい,4564,自由民主党,31,2
日吉津村,赤沢　りょうせい,1018,自由民主党,31,2
大山町,赤沢　りょうせい,4858,自由民主党,31,2
南部町,赤沢　りょうせい,2964,自由民主党,31,2
伯耆町,赤沢　りょうせい,2942,自由民主党,31,2
日南町,赤沢　りょうせい,1641,自由民主党,31,2
日野町,赤沢　りょうせい,1136,自由民主党,31,2
江府町,赤沢　りょうせい,1175,自由民主党,31,2
松江市,細田　博之,53148,自由民主党,32,1
出雲市（１区）,細田　博之,8365,自由民主党,32,1
安来市,細田　博之,12189,自由民主党,32,1
雲南市（１区）,細田　博之,9256,自由民主党,32,1
奥出雲町,細田　博之,4871,自由民主党,32,1
海士町,細田　博之,1038,自由民主党,32,1
西ノ島町,細田　博之,1072,自由民主党,32,1
知夫村,細田　博之,279,自由民主党,32,1
隠岐の島町,細田　博之,5295,自由民主党,32,1
松江市,亀井　あきこ,38343,立憲民主党,32,1
出雲市（１区）,亀井　あきこ,4987,立憲民主党,32,1
安来市,亀井　あきこ,8551,立憲民主党,32,1
雲南市（１区）,亀井　あきこ,6459,立憲民主党,32,1
奥出雲町,亀井　あきこ,2754,立憲民主党,32,1
海士町,亀井　あきこ,477,立憲民主党,32,1
西ノ島町,亀井　あきこ,612,立憲民主党,32,1
知夫村,亀井　あきこ,144,立憲民主党,32,1
隠岐の島町,亀井　あきこ,2958,立憲民主党,32,1
浜田市,福原　宗男,5250,社会民主党,32,2
出雲市（２区）,福原　宗男,10146,社会民主党,32,2
益田市,福原　宗男,8027,社会民主党,32,2
大田市,福原　宗男,3612,社会民主党,32,2
江津市,福原　宗男,2678,社会民主党,32,2
雲南市（２区）,福原　宗男,1123,社会民主党,32,2
飯南町,福原　宗男,546,社会民主党,32,2
川本町,福原　宗男,358,社会民主党,32,2
美郷町,福原　宗男,505,社会民主党,32,2
邑南町,福原　宗男,1101,社会民主党,32,2
津和野町,福原　宗男,1339,社会民主党,32,2
吉賀町,福原　宗男,891,社会民主党,32,2
浜田市,竹下　わたる,19009,自由民主党,32,2
出雲市（２区）,竹下　わたる,47689,自由民主党,32,2
益田市,竹下　わたる,14763,自由民主党,32,2
大田市,竹下　わたる,11780,自由民主党,32,2
江津市,竹下　わたる,7970,自由民主党,32,2
雲南市（２区）,竹下　わたる,5307,自由民主党,32,2
飯南町,竹下　わたる,2249,自由民主党,32,2
川本町,竹下　わたる,1565,自由民主党,32,2
美郷町,竹下　わたる,2208,自由民主党,32,2
邑南町,竹下　わたる,4958,自由民主党,32,2
津和野町,竹下　わたる,3163,自由民主党,32,2
吉賀町,竹下　わたる,2671,自由民主党,32,2
浜田市,むこせ　慎一,3023,日本共産党,32,2
出雲市（２区）,むこせ　慎一,10109,日本共産党,32,2
益田市,むこせ　慎一,2036,日本共産党,32,2
大田市,むこせ　慎一,2461,日本共産党,32,2
江津市,むこせ　慎一,1782,日本共産党,32,2
雲南市（２区）,むこせ　慎一,613,日本共産党,32,2
飯南町,むこせ　慎一,433,日本共産党,32,2
川本町,むこせ　慎一,238,日本共産党,32,2
美郷町,むこせ　慎一,338,日本共産党,32,2
邑南町,むこせ　慎一,746,日本共産党,32,2
津和野町,むこせ　慎一,595,日本共産党,32,2
吉賀町,むこせ　慎一,564,日本共産党,32,2
岡山市北区（１区）,あいさわ 一郎,57136,自由民主党,33,1
岡山市南区（１区）,あいさわ 一郎,28932,自由民主党,33,1
吉備中央町（１区）,あいさわ 一郎,1204,自由民主党,33,1
岡山市北区（１区）,高井 たかし,38771,立憲民主党,33,1
岡山市南区（１区）,高井 たかし,17293,立憲民主党,33,1
吉備中央町（１区）,高井 たかし,693,立憲民主党,33,1
岡山市北区（１区）,はちや 弘美,14167,希望の党,33,1
岡山市南区（１区）,はちや 弘美,6996,希望の党,33,1
吉備中央町（１区）,はちや 弘美,388,希望の党,33,1
岡山市北区（２区）,山下 たかし,788,自由民主党,33,2
岡山市中区,山下 たかし,28854,自由民主党,33,2
岡山市東区（２区）,山下 たかし,16483,自由民主党,33,2
岡山市南区（２区）,山下 たかし,4641,自由民主党,33,2
玉野市,山下 たかし,13908,自由民主党,33,2
瀬戸内市,山下 たかし,8476,自由民主党,33,2
岡山市北区（２区）,垣内 京美,131,日本共産党,33,2
岡山市中区,垣内 京美,5943,日本共産党,33,2
岡山市東区（２区）,垣内 京美,2859,日本共産党,33,2
岡山市南区（２区）,垣内 京美,643,日本共産党,33,2
玉野市,垣内 京美,2609,日本共産党,33,2
瀬戸内市,垣内 京美,1333,日本共産党,33,2
岡山市北区（２区）,たなべ 雄治,26,幸福実現党,33,2
岡山市中区,たなべ 雄治,588,幸福実現党,33,2
岡山市東区（２区）,たなべ 雄治,461,幸福実現党,33,2
岡山市南区（２区）,たなべ 雄治,131,幸福実現党,33,2
玉野市,たなべ 雄治,390,幸福実現党,33,2
瀬戸内市,たなべ 雄治,197,幸福実現党,33,2
岡山市北区（２区）,津村 啓介,390,希望の党,33,2
岡山市中区,津村 啓介,19316,希望の党,33,2
岡山市東区（２区）,津村 啓介,12288,希望の党,33,2
岡山市南区（２区）,津村 啓介,3603,希望の党,33,2
玉野市,津村 啓介,11918,希望の党,33,2
瀬戸内市,津村 啓介,7076,希望の党,33,2
岡山市東区（３区）,尾崎 ひろ子,726,日本共産党,33,3
津山市,尾崎 ひろ子,4141,日本共産党,33,3
備前市,尾崎 ひろ子,1664,日本共産党,33,3
赤磐市,尾崎 ひろ子,2319,日本共産党,33,3
真庭市（３区）,尾崎 ひろ子,1738,日本共産党,33,3
美作市,尾崎 ひろ子,1449,日本共産党,33,3
和気町,尾崎 ひろ子,712,日本共産党,33,3
新庄村,尾崎 ひろ子,50,日本共産党,33,3
鏡野町,尾崎 ひろ子,524,日本共産党,33,3
勝央町,尾崎 ひろ子,433,日本共産党,33,3
奈義町,尾崎 ひろ子,357,日本共産党,33,3
西粟倉村,尾崎 ひろ子,64,日本共産党,33,3
久米南町,尾崎 ひろ子,392,日本共産党,33,3
美咲町,尾崎 ひろ子,855,日本共産党,33,3
岡山市東区（３区）,内山 あきら,1216,希望の党,33,3
津山市,内山 あきら,5759,希望の党,33,3
備前市,内山 あきら,2601,希望の党,33,3
赤磐市,内山 あきら,3377,希望の党,33,3
真庭市（３区）,内山 あきら,2782,希望の党,33,3
美作市,内山 あきら,1823,希望の党,33,3
和気町,内山 あきら,1241,希望の党,33,3
新庄村,内山 あきら,49,希望の党,33,3
鏡野町,内山 あきら,819,希望の党,33,3
勝央町,内山 あきら,701,希望の党,33,3
奈義町,内山 あきら,343,希望の党,33,3
西粟倉村,内山 あきら,113,希望の党,33,3
久米南町,内山 あきら,292,希望の党,33,3
美咲町,内山 あきら,854,希望の党,33,3
岡山市東区（３区）,平沼 正二郎,2283,無所属,33,3
津山市,平沼 正二郎,15889,無所属,33,3
備前市,平沼 正二郎,6454,無所属,33,3
赤磐市,平沼 正二郎,7249,無所属,33,3
真庭市（３区）,平沼 正二郎,6671,無所属,33,3
美作市,平沼 正二郎,5326,無所属,33,3
和気町,平沼 正二郎,2688,無所属,33,3
新庄村,平沼 正二郎,194,無所属,33,3
鏡野町,平沼 正二郎,2436,無所属,33,3
勝央町,平沼 正二郎,1773,無所属,33,3
奈義町,平沼 正二郎,1042,無所属,33,3
西粟倉村,平沼 正二郎,340,無所属,33,3
久米南町,平沼 正二郎,901,無所属,33,3
美咲町,平沼 正二郎,2701,無所属,33,3
岡山市東区（３区）,あべ 俊子,2171,無所属,33,3
津山市,あべ 俊子,17099,無所属,33,3
備前市,あべ 俊子,5791,無所属,33,3
赤磐市,あべ 俊子,6541,無所属,33,3
真庭市（３区）,あべ 俊子,8684,無所属,33,3
美作市,あべ 俊子,5381,無所属,33,3
和気町,あべ 俊子,2536,無所属,33,3
新庄村,あべ 俊子,317,無所属,33,3
鏡野町,あべ 俊子,2819,無所属,33,3
勝央町,あべ 俊子,2345,無所属,33,3
奈義町,あべ 俊子,1606,無所属,33,3
西粟倉村,あべ 俊子,327,無所属,33,3
久米南町,あべ 俊子,952,無所属,33,3
美咲町,あべ 俊子,2919,無所属,33,3
倉敷市（４区）,橋本 がく,90417,自由民主党,33,4
早島町,橋本 がく,2755,自由民主党,33,4
倉敷市（４区）,柚木 みちよし,70015,希望の党,33,4
早島町,柚木 みちよし,2265,希望の党,33,4
倉敷市（４区）,平林 明成,13443,日本共産党,33,4
早島町,平林 明成,464,日本共産党,33,4
倉敷市（５区）,みいみ 芳明,1280,日本共産党,33,5
笠岡市,みいみ 芳明,1935,日本共産党,33,5
井原市,みいみ 芳明,1411,日本共産党,33,5
総社市,みいみ 芳明,2882,日本共産党,33,5
高梁市,みいみ 芳明,1356,日本共産党,33,5
新見市,みいみ 芳明,1475,日本共産党,33,5
真庭市（５区）,みいみ 芳明,197,日本共産党,33,5
浅口市,みいみ 芳明,1698,日本共産党,33,5
里庄町,みいみ 芳明,513,日本共産党,33,5
矢掛町,みいみ 芳明,555,日本共産党,33,5
吉備中央町（５区）,みいみ 芳明,347,日本共産党,33,5
倉敷市（５区）,たるい 良和,2835,希望の党,33,5
笠岡市,たるい 良和,3587,希望の党,33,5
井原市,たるい 良和,2843,希望の党,33,5
総社市,たるい 良和,6063,希望の党,33,5
高梁市,たるい 良和,2575,希望の党,33,5
新見市,たるい 良和,2702,希望の党,33,5
真庭市（５区）,たるい 良和,496,希望の党,33,5
浅口市,たるい 良和,3142,希望の党,33,5
里庄町,たるい 良和,968,希望の党,33,5
矢掛町,たるい 良和,1030,希望の党,33,5
吉備中央町（５区）,たるい 良和,660,希望の党,33,5
倉敷市（５区）,加藤 勝信,8684,自由民主党,33,5
笠岡市,加藤 勝信,16074,自由民主党,33,5
井原市,加藤 勝信,13147,自由民主党,33,5
総社市,加藤 勝信,17114,自由民主党,33,5
高梁市,加藤 勝信,10714,自由民主党,33,5
新見市,加藤 勝信,10929,自由民主党,33,5
真庭市（５区）,加藤 勝信,1950,自由民主党,33,5
浅口市,加藤 勝信,11032,自由民主党,33,5
里庄町,加藤 勝信,3693,自由民主党,33,5
矢掛町,加藤 勝信,5170,自由民主党,33,5
吉備中央町（５区）,加藤 勝信,2201,自由民主党,33,5
広島市中区,岸田　文雄,36878,自由民主党,34,1
広島市東区,岸田　文雄,34629,自由民主党,34,1
広島市南区,岸田　文雄,41732,自由民主党,34,1
広島市中区,大西　オサム,10741,日本共産党,34,1
広島市東区,大西　オサム,10370,日本共産党,34,1
広島市南区,大西　オサム,10900,日本共産党,34,1
広島市西区,平口　ひろし,34714,自由民主党,34,2
広島市佐伯区,平口　ひろし,26318,自由民主党,34,2
大竹市,平口　ひろし,5897,自由民主党,34,2
廿日市市,平口　ひろし,25075,自由民主党,34,2
江田島市（２区）,平口　ひろし,4714,自由民主党,34,2
広島市西区,水野　よしひろ,845,幸福実現党,34,2
広島市佐伯区,水野　よしひろ,612,幸福実現党,34,2
大竹市,水野　よしひろ,153,幸福実現党,34,2
廿日市市,水野　よしひろ,734,幸福実現党,34,2
江田島市（２区）,水野　よしひろ,59,幸福実現党,34,2
広島市西区,はいおか　香奈,7274,日本維新の会,34,2
広島市佐伯区,はいおか　香奈,5167,日本維新の会,34,2
大竹市,はいおか　香奈,1074,日本維新の会,34,2
廿日市市,はいおか　香奈,4180,日本維新の会,34,2
江田島市（２区）,はいおか　香奈,433,日本維新の会,34,2
広島市西区,藤本　さとし,6629,日本共産党,34,2
広島市佐伯区,藤本　さとし,4561,日本共産党,34,2
大竹市,藤本　さとし,617,日本共産党,34,2
廿日市市,藤本　さとし,4220,日本共産党,34,2
江田島市（２区）,藤本　さとし,366,日本共産党,34,2
広島市西区,松本　大輔,23757,希望の党,34,2
広島市佐伯区,松本　大輔,19105,希望の党,34,2
大竹市,松本　大輔,5137,希望の党,34,2
廿日市市,松本　大輔,18810,希望の党,34,2
江田島市（２区）,松本　大輔,1500,希望の党,34,2
広島市安佐南区,塩村　あやか,32747,無所属,34,3
広島市安佐北区,塩村　あやか,19868,無所属,34,3
安芸高田市,塩村　あやか,4552,無所属,34,3
安芸太田町,塩村　あやか,1235,無所属,34,3
北広島町,塩村　あやか,3574,無所属,34,3
広島市安佐南区,河井　克行,40928,自由民主党,34,3
広島市安佐北区,河井　克行,27242,自由民主党,34,3
安芸高田市,河井　克行,7430,自由民主党,34,3
安芸太田町,河井　克行,2213,自由民主党,34,3
北広島町,河井　克行,5185,自由民主党,34,3
広島市安佐南区,野村　まさてる,1292,幸福実現党,34,3
広島市安佐北区,野村　まさてる,846,幸福実現党,34,3
安芸高田市,野村　まさてる,230,幸福実現党,34,3
安芸太田町,野村　まさてる,70,幸福実現党,34,3
北広島町,野村　まさてる,282,幸福実現党,34,3
広島市安佐南区,今枝　仁,12083,日本維新の会,34,3
広島市安佐北区,今枝　仁,8793,日本維新の会,34,3
安芸高田市,今枝　仁,1550,日本維新の会,34,3
安芸太田町,今枝　仁,328,日本維新の会,34,3
北広島町,今枝　仁,1025,日本維新の会,34,3
広島市安佐南区,玉田　憲勲,799,無所属,34,3
広島市安佐北区,玉田　憲勲,970,無所属,34,3
安芸高田市,玉田　憲勲,124,無所属,34,3
安芸太田町,玉田　憲勲,17,無所属,34,3
北広島町,玉田　憲勲,68,無所属,34,3
広島市安佐南区,西本　昭彦,976,無所属,34,3
広島市安佐北区,西本　昭彦,540,無所属,34,3
安芸高田市,西本　昭彦,126,無所属,34,3
安芸太田町,西本　昭彦,36,無所属,34,3
北広島町,西本　昭彦,75,無所属,34,3
広島市安芸区,中石　ひとし,2624,日本共産党,34,4
三原市（４区）,中石　ひとし,184,日本共産党,34,4
東広島市（４区）,中石　ひとし,4529,日本共産党,34,4
府中町,中石　ひとし,1807,日本共産党,34,4
海田町,中石　ひとし,809,日本共産党,34,4
熊野町,中石　ひとし,546,日本共産党,34,4
坂町,中石　ひとし,385,日本共産党,34,4
広島市安芸区,空本　せいき,5642,日本維新の会,34,4
三原市（４区）,空本　せいき,656,日本維新の会,34,4
東広島市（４区）,空本　せいき,13023,日本維新の会,34,4
府中町,空本　せいき,4189,日本維新の会,34,4
海田町,空本　せいき,1844,日本維新の会,34,4
熊野町,空本　せいき,1919,日本維新の会,34,4
坂町,空本　せいき,1289,日本維新の会,34,4
広島市安芸区,新谷　正義,13228,自由民主党,34,4
三原市（４区）,新谷　正義,1233,自由民主党,34,4
東広島市（４区）,新谷　正義,30122,自由民主党,34,4
府中町,新谷　正義,8461,自由民主党,34,4
海田町,新谷　正義,4445,自由民主党,34,4
熊野町,新谷　正義,4694,自由民主党,34,4
坂町,新谷　正義,2728,自由民主党,34,4
広島市安芸区,落合　洋司,2040,無所属,34,4
三原市（４区）,落合　洋司,65,無所属,34,4
東広島市（４区）,落合　洋司,1942,無所属,34,4
府中町,落合　洋司,788,無所属,34,4
海田町,落合　洋司,1662,無所属,34,4
熊野町,落合　洋司,351,無所属,34,4
坂町,落合　洋司,362,無所属,34,4
広島市安芸区,えびす　圭二,2976,無所属,34,4
三原市（４区）,えびす　圭二,347,無所属,34,4
東広島市（４区）,えびす　圭二,12123,無所属,34,4
府中町,えびす　圭二,2089,無所属,34,4
海田町,えびす　圭二,956,無所属,34,4
熊野町,えびす　圭二,1382,無所属,34,4
坂町,えびす　圭二,493,無所属,34,4
広島市安芸区,上野　かんじ,3802,希望の党,34,4
三原市（４区）,上野　かんじ,324,希望の党,34,4
東広島市（４区）,上野　かんじ,6822,希望の党,34,4
府中町,上野　かんじ,2917,希望の党,34,4
海田町,上野　かんじ,1129,希望の党,34,4
熊野町,上野　かんじ,1150,希望の党,34,4
坂町,上野　かんじ,659,希望の党,34,4
呉市,尾崎　ひかる,10829,日本共産党,34,5
竹原市,尾崎　ひかる,1380,日本共産党,34,5
三原市（５区）,尾崎　ひかる,555,日本共産党,34,5
尾道市（５区）,尾崎　ひかる,343,日本共産党,34,5
東広島市（５区）,尾崎　ひかる,482,日本共産党,34,5
江田島市（５区）,尾崎　ひかる,403,日本共産党,34,5
大崎上島町,尾崎　ひかる,364,日本共産党,34,5
呉市,てらだ　稔,63552,自由民主党,34,5
竹原市,てらだ　稔,8120,自由民主党,34,5
三原市（５区）,てらだ　稔,2826,自由民主党,34,5
尾道市（５区）,てらだ　稔,2676,自由民主党,34,5
東広島市（５区）,てらだ　稔,2967,自由民主党,34,5
江田島市（５区）,てらだ　稔,3216,自由民主党,34,5
大崎上島町,てらだ　稔,2836,自由民主党,34,5
呉市,はしもと　琴絵,20378,希望の党,34,5
竹原市,はしもと　琴絵,2857,希望の党,34,5
三原市（５区）,はしもと　琴絵,1306,希望の党,34,5
尾道市（５区）,はしもと　琴絵,899,希望の党,34,5
東広島市（５区）,はしもと　琴絵,913,希望の党,34,5
江田島市（５区）,はしもと　琴絵,677,希望の党,34,5
大崎上島町,はしもと　琴絵,882,希望の党,34,5
三原市（６区）,こじま　敏文,14927,自由民主党,34,6
尾道市（６区）,こじま　敏文,20844,自由民主党,34,6
府中市,こじま　敏文,8767,自由民主党,34,6
三次市,こじま　敏文,10651,自由民主党,34,6
庄原市,こじま　敏文,6003,自由民主党,34,6
世羅町,こじま　敏文,5906,自由民主党,34,6
神石高原町,こじま　敏文,2111,自由民主党,34,6
三原市（６区）,寺田　あきみつ,3613,日本共産党,34,6
尾道市（６区）,寺田　あきみつ,4635,日本共産党,34,6
府中市,寺田　あきみつ,1423,日本共産党,34,6
三次市,寺田　あきみつ,2304,日本共産党,34,6
庄原市,寺田　あきみつ,1803,日本共産党,34,6
世羅町,寺田　あきみつ,469,日本共産党,34,6
神石高原町,寺田　あきみつ,338,日本共産党,34,6
三原市（６区）,佐藤　こうじ,14757,希望の党,34,6
尾道市（６区）,佐藤　こうじ,32601,希望の党,34,6
府中市,佐藤　こうじ,8205,希望の党,34,6
三次市,佐藤　こうじ,13344,希望の党,34,6
庄原市,佐藤　こうじ,11700,希望の党,34,6
世羅町,佐藤　こうじ,2611,希望の党,34,6
神石高原町,佐藤　こうじ,2398,希望の党,34,6
福山市,さとう　広典,54898,希望の党,34,7
福山市,小林　史明,110547,自由民主党,34,7
福山市,しげむら　幸司,17384,日本共産党,34,7
山口市（１区）,五島　博,8928,日本共産党,35,1
防府市,五島　博,4315,日本共産党,35,1
周南市（１区）,五島　博,4681,日本共産党,35,1
山口市（１区）,高村　正大,58768,自由民主党,35,1
防府市,高村　正大,35160,自由民主党,35,1
周南市（１区）,高村　正大,39293,自由民主党,35,1
山口市（１区）,大内　一也,15729,希望の党,35,1
防府市,大内　一也,9582,希望の党,35,1
周南市（１区）,大内　一也,11271,希望の党,35,1
山口市（１区）,かわい　美和子,1971,幸福実現党,35,1
防府市,かわい　美和子,1340,幸福実現党,35,1
周南市（１区）,かわい　美和子,1759,幸福実現党,35,1
下松市,松田　一志,5197,日本共産党,35,2
岩国市,松田　一志,16691,日本共産党,35,2
光市,松田　一志,5989,日本共産党,35,2
柳井市,松田　一志,4017,日本共産党,35,2
周南市（２区）,松田　一志,1568,日本共産党,35,2
周防大島町,松田　一志,2146,日本共産党,35,2
和木町,松田　一志,705,日本共産党,35,2
上関町,松田　一志,401,日本共産党,35,2
田布施町,松田　一志,1799,日本共産党,35,2
平生町,松田　一志,1538,日本共産党,35,2
下松市,岸　信夫,17752,自由民主党,35,2
岩国市,岸　信夫,43182,自由民主党,35,2
光市,岸　信夫,16844,自由民主党,35,2
柳井市,岸　信夫,10534,自由民主党,35,2
周南市（２区）,岸　信夫,5069,自由民主党,35,2
周防大島町,岸　信夫,6912,自由民主党,35,2
和木町,岸　信夫,1850,自由民主党,35,2
上関町,岸　信夫,1322,自由民主党,35,2
田布施町,岸　信夫,5546,自由民主党,35,2
平生町,岸　信夫,4001,自由民主党,35,2
宇部市,河村　建夫,49047,自由民主党,35,3
山口市（３区）,河村　建夫,2422,自由民主党,35,3
萩市,河村　建夫,20336,自由民主党,35,3
美祢市,河村　建夫,10858,自由民主党,35,3
山陽小野田市,河村　建夫,18814,自由民主党,35,3
阿武町,河村　建夫,1696,自由民主党,35,3
宇部市,坂本　史子,22335,立憲民主党,35,3
山口市（３区）,坂本　史子,780,立憲民主党,35,3
萩市,坂本　史子,5536,立憲民主党,35,3
美祢市,坂本　史子,3479,立憲民主党,35,3
山陽小野田市,坂本　史子,8944,立憲民主党,35,3
阿武町,坂本　史子,423,立憲民主党,35,3
下関市,あべ　晋三,88345,自由民主党,35,4
長門市,あべ　晋三,16480,自由民主党,35,4
下関市,藤田　ときお,16666,希望の党,35,4
長門市,藤田　ときお,1901,希望の党,35,4
下関市,西岡　広伸,12760,日本共産党,35,4
長門市,西岡　広伸,961,日本共産党,35,4
下関市,黒川　あつひこ,6212,無所属,35,4
長門市,黒川　あつひこ,475,無所属,35,4
下関市,コオリ　昭浩,586,無所属,35,4
長門市,コオリ　昭浩,59,無所属,35,4
徳島市,"
山本　千代子
",10476,日本共産党,36,1
小松島市,"
山本　千代子
",1065,日本共産党,36,1
阿南市,"
山本　千代子
",1786,日本共産党,36,1
勝浦町,"
山本　千代子
",174,日本共産党,36,1
上勝町,"
山本　千代子
",62,日本共産党,36,1
佐那河内村,"
山本　千代子
",108,日本共産党,36,1
石井町,"
山本　千代子
",761,日本共産党,36,1
神山町,"
山本　千代子
",127,日本共産党,36,1
那賀町,"
山本　千代子
",285,日本共産党,36,1
牟岐町,"
山本　千代子
",212,日本共産党,36,1
美波町,"
山本　千代子
",202,日本共産党,36,1
海陽町,"
山本　千代子
",364,日本共産党,36,1
徳島市,"
後藤田まさずみ
 ",48048,自由民主党,36,1
小松島市,"
後藤田まさずみ
 ",8092,自由民主党,36,1
阿南市,"
後藤田まさずみ
 ",14842,自由民主党,36,1
勝浦町,"
後藤田まさずみ
 ",1575,自由民主党,36,1
上勝町,"
後藤田まさずみ
 ",564,自由民主党,36,1
佐那河内村,"
後藤田まさずみ
 ",732,自由民主党,36,1
石井町,"
後藤田まさずみ
 ",5989,自由民主党,36,1
神山町,"
後藤田まさずみ
 ",1784,自由民主党,36,1
那賀町,"
後藤田まさずみ
 ",2752,自由民主党,36,1
牟岐町,"
後藤田まさずみ
 ",1191,自由民主党,36,1
美波町,"
後藤田まさずみ
 ",1830,自由民主党,36,1
海陽町,"
後藤田まさずみ
 ",2882,自由民主党,36,1
徳島市,"
にき　博文
 ",34455,希望の党,36,1
小松島市,"
にき　博文
 ",6598,希望の党,36,1
阿南市,"
にき　博文
 ",14871,希望の党,36,1
勝浦町,"
にき　博文
 ",1062,希望の党,36,1
上勝町,"
にき　博文
 ",295,希望の党,36,1
佐那河内村,"
にき　博文
 ",550,希望の党,36,1
石井町,"
にき　博文
 ",4304,希望の党,36,1
神山町,"
にき　博文
 ",891,希望の党,36,1
那賀町,"
にき　博文
 ",2479,希望の党,36,1
牟岐町,"
にき　博文
 ",813,希望の党,36,1
美波町,"
にき　博文
 ",1438,希望の党,36,1
海陽町,"
にき　博文
 ",1686,希望の党,36,1
鳴門市," 
久保　たかゆき
 ",4577,日本共産党,36,2
吉野川市," 
久保　たかゆき
 ",4178,日本共産党,36,2
阿波市," 
久保　たかゆき
 ",2889,日本共産党,36,2
美馬市," 
久保　たかゆき
 ",2023,日本共産党,36,2
三好市," 
久保　たかゆき
 ",2091,日本共産党,36,2
松茂町," 
久保　たかゆき
 ",1014,日本共産党,36,2
北島町," 
久保　たかゆき
 ",1906,日本共産党,36,2
藍住町," 
久保　たかゆき
 ",2974,日本共産党,36,2
板野町," 
久保　たかゆき
 ",1280,日本共産党,36,2
上板町," 
久保　たかゆき
 ",1115,日本共産党,36,2
つるぎ町," 
久保　たかゆき
 ",615,日本共産党,36,2
東みよし町," 
久保　たかゆき
 ",1064,日本共産党,36,2
鳴門市," 
山口　俊一
 ",13305,自由民主党,36,2
吉野川市," 
山口　俊一
 ",9600,自由民主党,36,2
阿波市," 
山口　俊一
 ",9130,自由民主党,36,2
美馬市," 
山口　俊一
 ",9136,自由民主党,36,2
三好市," 
山口　俊一
 ",10467,自由民主党,36,2
松茂町," 
山口　俊一
 ",3778,自由民主党,36,2
北島町," 
山口　俊一
 ",5296,自由民主党,36,2
藍住町," 
山口　俊一
 ",6878,自由民主党,36,2
板野町," 
山口　俊一
 ",2988,自由民主党,36,2
上板町," 
山口　俊一
 ",2632,自由民主党,36,2
つるぎ町," 
山口　俊一
 ",3686,自由民主党,36,2
東みよし町," 
山口　俊一
 ",4720,自由民主党,36,2
鳴門市, 福山　まさとし,1349,幸福実現党,36,2
吉野川市, 福山　まさとし,1154,幸福実現党,36,2
阿波市, 福山　まさとし,962,幸福実現党,36,2
美馬市, 福山　まさとし,658,幸福実現党,36,2
三好市, 福山　まさとし,563,幸福実現党,36,2
松茂町, 福山　まさとし,422,幸福実現党,36,2
北島町, 福山　まさとし,559,幸福実現党,36,2
